Province/State,Country/Region,Lat,Long,period,confirmed,location
French Guiana,France,3.9339,-53.1258,2/28/20,0,"3.9339,-53.1258"
Guam,US,13.4443,144.7937,2/28/20,0,"13.4443,144.7937"
Kosovo,Kosovo,42.6026,20.903000000000002,2/28/20,0,"42.6026,20.903"
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/28/20,0,"53.1355,-57.6604"
Prince Edward Island,Canada,46.5107,-63.4168,2/28/20,0,"46.5107,-63.4168"
Central African Republic,Central African Republic,6.6111,20.9394,2/28/20,0,"6.6111,20.9394"
Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2/28/20,0,"-4.0383,21.7587"
Equatorial Guinea,Equatorial Guinea,1.5,10.0,2/28/20,0,"1.5,10.0"
Mayotte,France,-12.8275,45.1662,2/28/20,0,"-12.8275,45.1662"
Uzbekistan,Uzbekistan,41.3775,64.5853,2/28/20,0,"41.3775,64.5853"
Thailand,Thailand,15.0,101.0,2/29/20,42,"15.0,101.0"
Japan,Japan,36.0,138.0,2/29/20,241,"36.0,138.0"
Singapore,Singapore,1.2833,103.8333,2/29/20,102,"1.2833,103.8333"
Nepal,Nepal,28.1667,84.25,2/29/20,1,"28.1667,84.25"
Malaysia,Malaysia,2.5,112.5,2/29/20,25,"2.5,112.5"
British Columbia,Canada,49.2827,-123.1207,2/29/20,8,"49.2827,-123.1207"
New South Wales,Australia,-33.8688,151.2093,2/29/20,4,"-33.8688,151.2093"
Victoria,Australia,-37.8136,144.9631,2/29/20,7,"-37.8136,144.9631"
Queensland,Australia,-28.0167,153.4,2/29/20,9,"-28.0167,153.4"
Cambodia,Cambodia,11.55,104.9167,2/29/20,1,"11.55,104.9167"
Sri Lanka,Sri Lanka,7.0,81.0,2/29/20,1,"7.0,81.0"
Germany,Germany,51.0,9.0,2/29/20,79,"51.0,9.0"
Finland,Finland,64.0,26.0,2/29/20,3,"64.0,26.0"
United Arab Emirates,United Arab Emirates,24.0,54.0,2/29/20,21,"24.0,54.0"
Philippines,Philippines,13.0,122.0,2/29/20,3,"13.0,122.0"
India,India,21.0,78.0,2/29/20,3,"21.0,78.0"
Italy,Italy,43.0,12.0,2/29/20,1128,"43.0,12.0"
Sweden,Sweden,63.0,16.0,2/29/20,12,"63.0,16.0"
Spain,Spain,40.0,-4.0,2/29/20,45,"40.0,-4.0"
South Australia,Australia,-34.9285,138.6007,2/29/20,3,"-34.9285,138.6007"
Belgium,Belgium,50.8333,4.0,2/29/20,1,"50.8333,4.0"
Egypt,Egypt,26.0,30.0,2/29/20,1,"26.0,30.0"
From Diamond Princess,Australia,35.4437,139.638,2/29/20,0,"35.4437,139.638"
Lebanon,Lebanon,33.8547,35.8623,2/29/20,4,"33.8547,35.8623"
Iraq,Iraq,33.0,44.0,2/29/20,13,"33.0,44.0"
Oman,Oman,21.0,57.0,2/29/20,6,"21.0,57.0"
Afghanistan,Afghanistan,33.0,65.0,2/29/20,1,"33.0,65.0"
Bahrain,Bahrain,26.0275,50.55,2/29/20,41,"26.0275,50.55"
Kuwait,Kuwait,29.5,47.75,2/29/20,45,"29.5,47.75"
Algeria,Algeria,28.0339,1.6596,2/29/20,1,"28.0339,1.6596"
Croatia,Croatia,45.1,15.2,2/29/20,6,"45.1,15.2"
Switzerland,Switzerland,46.8182,8.2275,2/29/20,18,"46.8182,8.2275"
Austria,Austria,47.5162,14.5501,2/29/20,9,"47.5162,14.5501"
Israel,Israel,31.0,35.0,2/29/20,7,"31.0,35.0"
Pakistan,Pakistan,30.3753,69.3451,2/29/20,4,"30.3753,69.3451"
Brazil,Brazil,-14.235,-51.9253,2/29/20,2,"-14.235,-51.9253"
Georgia,Georgia,42.3154,43.3569,2/29/20,1,"42.3154,43.3569"
Greece,Greece,39.0742,21.8243,2/29/20,4,"39.0742,21.8243"
North Macedonia,North Macedonia,41.6086,21.7453,2/29/20,1,"41.6086,21.7453"
Norway,Norway,60.472,8.4689,2/29/20,15,"60.472,8.4689"
Romania,Romania,45.9432,24.9668,2/29/20,3,"45.9432,24.9668"
Estonia,Estonia,58.5953,25.0136,2/29/20,1,"58.5953,25.0136"
Netherlands,Netherlands,52.1326,5.2913,2/29/20,6,"52.1326,5.2913"
San Marino,San Marino,43.9424,12.4578,2/29/20,1,"43.9424,12.4578"
Belarus,Belarus,53.7098,27.9534,2/29/20,1,"53.7098,27.9534"
Iceland,Iceland,64.9631,-19.0208,2/29/20,1,"64.9631,-19.0208"
Lithuania,Lithuania,55.1694,23.8813,2/29/20,1,"55.1694,23.8813"
Mexico,Mexico,23.6345,-102.5528,2/29/20,4,"23.6345,-102.5528"
New Zealand,New Zealand,-40.9006,174.886,2/29/20,1,"-40.9006,174.886"
Nigeria,Nigeria,9.082,8.6753,2/29/20,1,"9.082,8.6753"
Western Australia,Australia,-31.9505,115.8605,2/29/20,2,"-31.9505,115.8605"
Ireland,Ireland,53.1424,-7.6921,2/29/20,1,"53.1424,-7.6921"
Luxembourg,Luxembourg,49.8153,6.1296,2/29/20,1,"49.8153,6.1296"
Monaco,Monaco,43.7333,7.4167,2/29/20,1,"43.7333,7.4167"
Qatar,Qatar,25.3548,51.1839,2/29/20,1,"25.3548,51.1839"
Ecuador,Ecuador,-1.8312,-78.1834,2/29/20,0,"-1.8312,-78.1834"
Azerbaijan,Azerbaijan,40.1431,47.5769,2/29/20,0,"40.1431,47.5769"
Armenia,Armenia,40.0691,45.0382,2/29/20,0,"40.0691,45.0382"
Dominican Republic,Dominican Republic,18.7357,-70.1627,2/29/20,0,"18.7357,-70.1627"
Indonesia,Indonesia,-0.7893,113.9213,2/29/20,0,"-0.7893,113.9213"
Portugal,Portugal,39.3999,-8.2245,2/29/20,0,"39.3999,-8.2245"
Andorra,Andorra,42.5063,1.5218,2/29/20,0,"42.5063,1.5218"
Tasmania,Australia,-41.4545,145.9707,2/29/20,0,"-41.4545,145.9707"
Latvia,Latvia,56.8796,24.6032,2/29/20,0,"56.8796,24.6032"
Morocco,Morocco,31.7917,-7.0926,2/29/20,0,"31.7917,-7.0926"
Saudi Arabia,Saudi Arabia,24.0,45.0,2/29/20,0,"24.0,45.0"
Senegal,Senegal,14.4974,-14.4524,2/29/20,0,"14.4974,-14.4524"
Argentina,Argentina,-38.4161,-63.6167,2/29/20,0,"-38.4161,-63.6167"
Chile,Chile,-35.6751,-71.543,2/29/20,0,"-35.6751,-71.543"
Jordan,Jordan,31.24,36.51,2/29/20,0,"31.24,36.51"
Ukraine,Ukraine,48.3794,31.1656,2/29/20,0,"48.3794,31.1656"
Hungary,Hungary,47.1625,19.5033,2/29/20,0,"47.1625,19.5033"
Northern Territory,Australia,-12.4634,130.8456,2/29/20,0,"-12.4634,130.8456"
Liechtenstein,Liechtenstein,47.14,9.55,2/29/20,0,"47.14,9.55"
Poland,Poland,51.9194,19.1451,2/29/20,0,"51.9194,19.1451"
Tunisia,Tunisia,34.0,9.0,2/29/20,0,"34.0,9.0"
Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,2/29/20,0,"43.9159,17.6791"
Slovenia,Slovenia,46.1512,14.9955,2/29/20,0,"46.1512,14.9955"
South Africa,South Africa,-30.5595,22.9375,2/29/20,0,"-30.5595,22.9375"
Bhutan,Bhutan,27.5142,90.4336,2/29/20,0,"27.5142,90.4336"
Cameroon,Cameroon,3.8480000000000003,11.5021,2/29/20,0,"3.848,11.5021"
Colombia,Colombia,4.5709,-74.2973,2/29/20,0,"4.5709,-74.2973"
Costa Rica,Costa Rica,9.7489,-83.7534,2/29/20,0,"9.7489,-83.7534"
Peru,Peru,-9.19,-75.0152,2/29/20,0,"-9.19,-75.0152"
Serbia,Serbia,44.0165,21.0059,2/29/20,0,"44.0165,21.0059"
Slovakia,Slovakia,48.669,19.699,2/29/20,0,"48.669,19.699"
Togo,Togo,8.6195,0.8248,2/29/20,0,"8.6195,0.8248"
Malta,Malta,35.9375,14.3754,2/29/20,0,"35.9375,14.3754"
Martinique,Martinique,14.6415,-61.0242,2/29/20,0,"14.6415,-61.0242"
Bulgaria,Bulgaria,42.7339,25.4858,2/29/20,0,"42.7339,25.4858"
Maldives,Maldives,3.2028,73.2207,2/29/20,0,"3.2028,73.2207"
Bangladesh,Bangladesh,23.685,90.3563,2/29/20,0,"23.685,90.3563"
Paraguay,Paraguay,-23.4425,-58.4438,2/29/20,0,"-23.4425,-58.4438"
Ontario,Canada,51.2538,-85.3232,2/29/20,11,"51.2538,-85.3232"
Alberta,Canada,53.9333,-116.5765,2/29/20,0,"53.9333,-116.5765"
Quebec,Canada,52.9399,-73.5491,2/29/20,1,"52.9399,-73.5491"
Albania,Albania,41.1533,20.1683,2/29/20,0,"41.1533,20.1683"
Cyprus,Cyprus,35.1264,33.4299,2/29/20,0,"35.1264,33.4299"
Brunei,Brunei,4.5353,114.7277,2/29/20,0,"4.5353,114.7277"
Washington,US,47.4009,-121.4905,2/29/20,0,"47.4009,-121.4905"
New York,US,42.1657,-74.9481,2/29/20,0,"42.1657,-74.9481"
California,US,36.1162,-119.6816,2/29/20,0,"36.1162,-119.6816"
Massachusetts,US,42.2302,-71.5301,2/29/20,0,"42.2302,-71.5301"
Diamond Princess,US,35.4437,139.638,2/29/20,44,"35.4437,139.638"
Grand Princess,US,37.6489,-122.6655,2/29/20,0,"37.6489,-122.6655"
Georgia,US,33.0406,-83.6431,2/29/20,0,"33.0406,-83.6431"
Colorado,US,39.0598,-105.3111,2/29/20,0,"39.0598,-105.3111"
Florida,US,27.7663,-81.6868,2/29/20,0,"27.7663,-81.6868"
New Jersey,US,40.2989,-74.521,2/29/20,0,"40.2989,-74.521"
Oregon,US,44.571999999999996,-122.0709,2/29/20,0,"44.572,-122.0709"
Texas,US,31.0545,-97.5635,2/29/20,0,"31.0545,-97.5635"
Illinois,US,40.3495,-88.9861,2/29/20,0,"40.3495,-88.9861"
Pennsylvania,US,40.5908,-77.2098,2/29/20,0,"40.5908,-77.2098"
Iowa,US,42.0115,-93.2105,2/29/20,0,"42.0115,-93.2105"
Maryland,US,39.0639,-76.8021,2/29/20,0,"39.0639,-76.8021"
North Carolina,US,35.6301,-79.8064,2/29/20,0,"35.6301,-79.8064"
South Carolina,US,33.8569,-80.945,2/29/20,0,"33.8569,-80.945"
Tennessee,US,35.7478,-86.6923,2/29/20,0,"35.7478,-86.6923"
Virginia,US,37.7693,-78.17,2/29/20,0,"37.7693,-78.17"
Arizona,US,33.7298,-111.4312,2/29/20,0,"33.7298,-111.4312"
Indiana,US,39.8494,-86.2583,2/29/20,0,"39.8494,-86.2583"
Kentucky,US,37.6681,-84.6701,2/29/20,0,"37.6681,-84.6701"
District of Columbia,US,38.8974,-77.0268,2/29/20,0,"38.8974,-77.0268"
Nevada,US,38.3135,-117.0554,2/29/20,0,"38.3135,-117.0554"
New Hampshire,US,43.4525,-71.5639,2/29/20,0,"43.4525,-71.5639"
Minnesota,US,45.6945,-93.9002,2/29/20,0,"45.6945,-93.9002"
Nebraska,US,41.1254,-98.2681,2/29/20,0,"41.1254,-98.2681"
Ohio,US,40.3888,-82.7649,2/29/20,0,"40.3888,-82.7649"
Rhode Island,US,41.6809,-71.5118,2/29/20,0,"41.6809,-71.5118"
Wisconsin,US,44.2685,-89.6165,2/29/20,0,"44.2685,-89.6165"
Connecticut,US,41.5978,-72.7554,2/29/20,0,"41.5978,-72.7554"
Hawaii,US,21.0943,-157.4983,2/29/20,0,"21.0943,-157.4983"
Oklahoma,US,35.5653,-96.9289,2/29/20,0,"35.5653,-96.9289"
Utah,US,40.15,-111.8624,2/29/20,0,"40.15,-111.8624"
Burkina Faso,Burkina Faso,12.2383,-1.5616,2/29/20,0,"12.2383,-1.5616"
Holy See,Holy See,41.9029,12.4534,2/29/20,0,"41.9029,12.4534"
Mongolia,Mongolia,46.8625,103.8467,2/29/20,0,"46.8625,103.8467"
Panama,Panama,8.538,-80.7821,2/29/20,0,"8.538,-80.7821"
Kansas,US,38.5266,-96.7265,2/29/20,0,"38.5266,-96.7265"
Louisiana,US,31.1695,-91.8678,2/29/20,0,"31.1695,-91.8678"
Missouri,US,38.4561,-92.2884,2/29/20,0,"38.4561,-92.2884"
Vermont,US,44.0459,-72.7107,2/29/20,0,"44.0459,-72.7107"
Alaska,US,61.3707,-152.4044,2/29/20,0,"61.3707,-152.4044"
Arkansas,US,34.9697,-92.3731,2/29/20,0,"34.9697,-92.3731"
Delaware,US,39.3185,-75.5071,2/29/20,0,"39.3185,-75.5071"
Idaho,US,44.2405,-114.4788,2/29/20,0,"44.2405,-114.4788"
Maine,US,44.6939,-69.3819,2/29/20,0,"44.6939,-69.3819"
Michigan,US,43.3266,-84.5361,2/29/20,0,"43.3266,-84.5361"
Mississippi,US,32.7416,-89.6787,2/29/20,0,"32.7416,-89.6787"
Montana,US,46.9219,-110.4544,2/29/20,0,"46.9219,-110.4544"
New Mexico,US,34.8405,-106.2485,2/29/20,0,"34.8405,-106.2485"
North Dakota,US,47.5289,-99.78399999999999,2/29/20,0,"47.5289,-99.784"
South Dakota,US,44.2998,-99.4388,2/29/20,0,"44.2998,-99.4388"
West Virginia,US,38.4912,-80.9545,2/29/20,0,"38.4912,-80.9545"
Wyoming,US,42.756,-107.3025,2/29/20,0,"42.756,-107.3025"
Hubei,China,30.9756,112.2707,2/29/20,66337,"30.9756,112.2707"
Iran,Iran,32.0,53.0,2/29/20,593,"32.0,53.0"
"Korea, South","Korea, South",36.0,128.0,2/29/20,3150,"36.0,128.0"
France,France,46.2276,2.2137,2/29/20,100,"46.2276,2.2137"
Guangdong,China,23.3417,113.4244,2/29/20,1349,"23.3417,113.4244"
Henan,China,33.882,113.61399999999999,2/29/20,1272,"33.882,113.614"
Zhejiang,China,29.1832,120.0934,2/29/20,1205,"29.1832,120.0934"
Hunan,China,27.6104,111.7088,2/29/20,1018,"27.6104,111.7088"
Anhui,China,31.8257,117.2264,2/29/20,990,"31.8257,117.2264"
Jiangxi,China,27.614,115.7221,2/29/20,935,"27.614,115.7221"
Shandong,China,36.3427,118.1498,2/29/20,756,"36.3427,118.1498"
Diamond Princess,Cruise Ship,35.4437,139.638,2/29/20,705,"35.4437,139.638"
Jiangsu,China,32.9711,119.455,2/29/20,631,"32.9711,119.455"
Chongqing,China,30.0572,107.874,2/29/20,576,"30.0572,107.874"
Sichuan,China,30.6171,102.7103,2/29/20,538,"30.6171,102.7103"
Heilongjiang,China,47.861999999999995,127.7615,2/29/20,480,"47.862,127.7615"
Denmark,Denmark,56.2639,9.5018,2/29/20,3,"56.2639,9.5018"
Beijing,China,40.1824,116.4142,2/29/20,411,"40.1824,116.4142"
Shanghai,China,31.201999999999998,121.4491,2/29/20,337,"31.202,121.4491"
Hebei,China,39.549,116.1306,2/29/20,318,"39.549,116.1306"
Fujian,China,26.0789,117.9874,2/29/20,296,"26.0789,117.9874"
Guangxi,China,23.8298,108.7881,2/29/20,252,"23.8298,108.7881"
Shaanxi,China,35.1917,108.8701,2/29/20,245,"35.1917,108.8701"
Yunnan,China,24.974,101.48700000000001,2/29/20,174,"24.974,101.487"
Hainan,China,19.1959,109.7453,2/29/20,168,"19.1959,109.7453"
Guizhou,China,26.8154,106.8748,2/29/20,146,"26.8154,106.8748"
Tianjin,China,39.3054,117.323,2/29/20,136,"39.3054,117.323"
Shanxi,China,37.5777,112.2922,2/29/20,133,"37.5777,112.2922"
Gansu,China,37.8099,101.0583,2/29/20,91,"37.8099,101.0583"
Hong Kong,China,22.3,114.2,2/29/20,95,"22.3,114.2"
Liaoning,China,41.2956,122.6085,2/29/20,121,"41.2956,122.6085"
Jilin,China,43.6661,126.1923,2/29/20,93,"43.6661,126.1923"
Czechia,Czechia,49.8175,15.472999999999999,2/29/20,0,"49.8175,15.473"
Xinjiang,China,41.1129,85.2401,2/29/20,76,"41.1129,85.2401"
Inner Mongolia,China,44.0935,113.9448,2/29/20,75,"44.0935,113.9448"
Ningxia,China,37.2692,106.1655,2/29/20,73,"37.2692,106.1655"
Taiwan*,Taiwan*,23.7,121.0,2/29/20,39,"23.7,121.0"
Vietnam,Vietnam,16.0,108.0,2/29/20,16,"16.0,108.0"
Russia,Russia,60.0,90.0,2/29/20,2,"60.0,90.0"
Qinghai,China,35.7452,95.9956,2/29/20,18,"35.7452,95.9956"
Macau,China,22.1667,113.55,2/29/20,10,"22.1667,113.55"
Moldova,Moldova,47.4116,28.3699,2/29/20,0,"47.4116,28.3699"
Bolivia,Bolivia,-16.2902,-63.5887,2/29/20,0,"-16.2902,-63.5887"
Faroe Islands,Denmark,61.8926,-6.9118,2/29/20,0,"61.8926,-6.9118"
St Martin,France,18.0708,-63.0501,2/29/20,0,"18.0708,-63.0501"
Honduras,Honduras,15.2,-86.2419,2/29/20,0,"15.2,-86.2419"
Channel Islands,United Kingdom,49.3723,-2.3644,2/29/20,0,"49.3723,-2.3644"
New Brunswick,Canada,46.5653,-66.4619,2/29/20,0,"46.5653,-66.4619"
Tibet,China,31.6927,88.0924,2/29/20,1,"31.6927,88.0924"
Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,2/29/20,0,"-4.0383,21.7587"
Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,2/29/20,0,"7.54,-5.5471"
Saint Barthelemy,France,17.9,-62.8333,2/29/20,0,"17.9,-62.8333"
Jamaica,Jamaica,18.1096,-77.2975,2/29/20,0,"18.1096,-77.2975"
Reunion,Reunion,-21.1151,55.5364,2/29/20,0,"-21.1151,55.5364"
Turkey,Turkey,38.9637,35.2433,2/29/20,0,"38.9637,35.2433"
Gibraltar,United Kingdom,36.1408,-5.3536,2/29/20,0,"36.1408,-5.3536"
"Kitsap, WA",US,47.6477,-122.6413,2/29/20,0,"47.6477,-122.6413"
"Solano, CA",US,38.3105,-121.9018,2/29/20,0,"38.3105,-121.9018"
"Santa Cruz, CA",US,37.0454,-121.958,2/29/20,0,"37.0454,-121.958"
"Napa, CA",US,38.5025,-122.2654,2/29/20,0,"38.5025,-122.2654"
"Ventura, CA",US,34.3705,-119.1391,2/29/20,0,"34.3705,-119.1391"
"Worcester, MA",US,42.4097,-71.8571,2/29/20,0,"42.4097,-71.8571"
"Gwinnett, GA",US,33.9191,-84.0167,2/29/20,0,"33.9191,-84.0167"
"DeKalb, GA",US,33.7956,-84.2279,2/29/20,0,"33.7956,-84.2279"
"Floyd, GA",US,37.5455,-82.7779,2/29/20,0,"37.5455,-82.7779"
"Fayette, GA",US,33.4502,-84.4803,2/29/20,0,"33.4502,-84.4803"
"Gregg, TX",US,32.4893,-94.8521,2/29/20,0,"32.4893,-94.8521"
"Monmouth, NJ",US,40.2589,-74.124,2/29/20,0,"40.2589,-74.124"
"Burlington, NJ",US,40.0712,-74.8649,2/29/20,0,"40.0712,-74.8649"
"Camden, NJ",US,39.9259,-75.1196,2/29/20,0,"39.9259,-75.1196"
"Passaic, NJ",US,40.8568,-74.1285,2/29/20,0,"40.8568,-74.1285"
"Union, NJ",US,40.6976,-74.2632,2/29/20,0,"40.6976,-74.2632"
"Eagle, CO",US,39.6553,-106.8287,2/29/20,0,"39.6553,-106.8287"
"Larimer, CO",US,40.6956,-105.5943,2/29/20,0,"40.6956,-105.5943"
"Arapahoe, CO",US,39.6203,-104.3326,2/29/20,0,"39.6203,-104.3326"
"Gunnison, CO",US,38.5458,-106.9253,2/29/20,0,"38.5458,-106.9253"
"Kane, IL",US,41.9879,-88.4016,2/29/20,0,"41.9879,-88.4016"
"Monroe, PA",US,41.0458,-75.2479,2/29/20,0,"41.0458,-75.2479"
"Philadelphia, PA",US,39.9526,-75.1652,2/29/20,0,"39.9526,-75.1652"
"Norfolk, VA",US,36.8508,-76.2859,2/29/20,0,"36.8508,-76.2859"
"Arlington, VA",US,38.8816,-77.09100000000001,2/29/20,0,"38.8816,-77.091"
"Spotsylvania, VA",US,38.2042,-77.6078,2/29/20,0,"38.2042,-77.6078"
"Loudoun, VA",US,39.0768,-77.6536,2/29/20,0,"39.0768,-77.6536"
"Prince George's, MD",US,38.7849,-76.8721,2/29/20,0,"38.7849,-76.8721"
"Pottawattamie, IA",US,41.3912,-95.4778,2/29/20,0,"41.3912,-95.4778"
"Camden, NC",US,34.2465,-80.607,2/29/20,0,"34.2465,-80.607"
"Pima, AZ",US,32.0575,-111.6661,2/29/20,0,"32.0575,-111.6661"
"Noble, IN",US,41.4277,-85.355,2/29/20,0,"41.4277,-85.355"
"Adams, IN",US,39.8522,-77.2865,2/29/20,0,"39.8522,-77.2865"
"Boone, IN",US,40.0106,-86.4997,2/29/20,0,"40.0106,-86.4997"
"Dane, WI",US,43.0186,-89.5498,2/29/20,0,"43.0186,-89.5498"
"Pierce, WI",US,44.7509,-92.3814,2/29/20,0,"44.7509,-92.3814"
"Cuyahoga, OH",US,41.4339,-81.6758,2/29/20,0,"41.4339,-81.6758"
"Weber, UT",US,41.2603,-111.9522,2/29/20,0,"41.2603,-111.9522"
"Bennington County, VT",US,43.0279,-73.135,2/29/20,0,"43.0279,-73.135"
"Carver County, MN",US,44.8254,-93.7842,2/29/20,0,"44.8254,-93.7842"
"Charlotte County, FL",US,26.8946,-81.9098,2/29/20,0,"26.8946,-81.9098"
"Cherokee County, GA",US,34.2515,-84.4803,2/29/20,0,"34.2515,-84.4803"
"Collin County, TX",US,33.1795,-96.493,2/29/20,0,"33.1795,-96.493"
"Jefferson County, KY",US,38.1938,-85.6435,2/29/20,0,"38.1938,-85.6435"
"Jefferson Parish, LA",US,29.6499,-90.1121,2/29/20,0,"29.6499,-90.1121"
"Shasta County, CA",US,40.7909,-121.8474,2/29/20,0,"40.7909,-121.8474"
"Spartanburg County, SC",US,34.8606,-81.9535,2/29/20,0,"34.8606,-81.9535"
"Harrison County, KY",US,38.4333,-84.3542,2/29/20,0,"38.4333,-84.3542"
"Johnson County, IA",US,41.6699,-91.5984,2/29/20,0,"41.6699,-91.5984"
"Berkshire County, MA",US,42.3118,-73.1822,2/29/20,0,"42.3118,-73.1822"
"Davidson County, TN",US,36.1343,-86.822,2/29/20,0,"36.1343,-86.822"
"Douglas County, OR",US,43.1261,-123.2492,2/29/20,0,"43.1261,-123.2492"
"Fresno County, CA",US,36.9859,-119.2321,2/29/20,0,"36.9859,-119.2321"
"Harford County, MD",US,39.5839,-76.3637,2/29/20,0,"39.5839,-76.3637"
"Hendricks County, IN",US,39.8065,-86.5401,2/29/20,0,"39.8065,-86.5401"
"Hudson County, NJ",US,40.7453,-74.0535,2/29/20,0,"40.7453,-74.0535"
"Johnson County, KS",US,38.8454,-94.8521,2/29/20,0,"38.8454,-94.8521"
"Kittitas County, WA",US,47.175,-120.9319,2/29/20,0,"47.175,-120.9319"
"Manatee County, FL",US,27.4799,-82.3452,2/29/20,0,"27.4799,-82.3452"
"Marion County, OR",US,44.8446,-122.5927,2/29/20,0,"44.8446,-122.5927"
"Okaloosa County, FL",US,30.5773,-86.6611,2/29/20,0,"30.5773,-86.6611"
"Polk County, GA",US,34.0132,-85.1479,2/29/20,0,"34.0132,-85.1479"
"Riverside County, CA",US,33.9533,-117.3961,2/29/20,0,"33.9533,-117.3961"
"Shelby County, TN",US,35.1269,-89.9253,2/29/20,0,"35.1269,-89.9253"
"St. Louis County, MO",US,38.6103,-90.4125,2/29/20,0,"38.6103,-90.4125"
"Suffolk County, NY",US,40.9849,-72.6151,2/29/20,0,"40.9849,-72.6151"
"Ulster County, NY",US,41.8586,-74.3118,2/29/20,0,"41.8586,-74.3118"
"Volusia County, FL",US,29.028000000000002,-81.0755,2/29/20,0,"29.028,-81.0755"
"Fairfax County, VA",US,38.9085,-77.2405,2/29/20,0,"38.9085,-77.2405"
"Rockingham County, NH",US,42.9931,-71.0498,2/29/20,0,"42.9931,-71.0498"
"Washington, D.C.",US,38.9072,-77.0369,2/29/20,0,"38.9072,-77.0369"
"Montgomery County, PA",US,40.229,-75.3879,2/29/20,0,"40.229,-75.3879"
"Alameda County, CA",US,37.6017,-121.7195,2/29/20,0,"37.6017,-121.7195"
"Broward County, FL",US,26.1901,-80.3659,2/29/20,0,"26.1901,-80.3659"
"Lee County, FL",US,26.663,-81.9535,2/29/20,0,"26.663,-81.9535"
"Pinal County, AZ",US,32.8162,-111.2845,2/29/20,0,"32.8162,-111.2845"
"Rockland County, NY",US,41.1489,-73.983,2/29/20,0,"41.1489,-73.983"
"Saratoga County, NY",US,43.0324,-73.936,2/29/20,0,"43.0324,-73.936"
"Charleston County, SC",US,32.7957,-79.7848,2/29/20,0,"32.7957,-79.7848"
"Clark County, WA",US,45.7466,-122.5194,2/29/20,0,"45.7466,-122.5194"
"Cobb County, GA",US,33.8999,-84.5641,2/29/20,0,"33.8999,-84.5641"
"Davis County, UT",US,40.9629,-112.0953,2/29/20,0,"40.9629,-112.0953"
"El Paso County, CO",US,38.9108,-104.4723,2/29/20,0,"38.9108,-104.4723"
"Honolulu County, HI",US,21.307,-157.8584,2/29/20,0,"21.307,-157.8584"
"Jackson County, OR ",US,42.3345,-122.7647,2/29/20,0,"42.3345,-122.7647"
"Jefferson County, WA",US,47.7425,-123.304,2/29/20,0,"47.7425,-123.304"
"Kershaw County, SC",US,34.3672,-80.5883,2/29/20,0,"34.3672,-80.5883"
"Klamath County, OR",US,42.6953,-121.6142,2/29/20,0,"42.6953,-121.6142"
"Madera County, CA",US,37.2519,-119.6963,2/29/20,0,"37.2519,-119.6963"
"Pierce County, WA",US,47.0676,-122.1295,2/29/20,0,"47.0676,-122.1295"
"Tulsa County, OK",US,36.1593,-95.941,2/29/20,0,"36.1593,-95.941"
"Douglas County, CO",US,39.2587,-104.9389,2/29/20,0,"39.2587,-104.9389"
"Providence County, RI",US,41.8882,-71.4774,2/29/20,0,"41.8882,-71.4774"
"Chatham County, NC",US,35.7211,-79.1781,2/29/20,0,"35.7211,-79.1781"
"Delaware County, PA",US,39.9078,-75.3879,2/29/20,0,"39.9078,-75.3879"
"Douglas County, NE",US,41.3148,-96.1951,2/29/20,0,"41.3148,-96.1951"
"Fayette County, KY",US,38.0606,-84.4803,2/29/20,0,"38.0606,-84.4803"
"Marion County, IN",US,39.8362,-86.1752,2/29/20,0,"39.8362,-86.1752"
"Middlesex County, MA",US,42.4672,-71.2874,2/29/20,0,"42.4672,-71.2874"
"Nassau County, NY",US,40.6546,-73.5594,2/29/20,0,"40.6546,-73.5594"
"Ramsey County, MN",US,44.9964,-93.0616,2/29/20,0,"44.9964,-93.0616"
"Washoe County, NV",US,40.5608,-119.6035,2/29/20,0,"40.5608,-119.6035"
"Wayne County, PA",US,41.6739,-75.2479,2/29/20,0,"41.6739,-75.2479"
"Yolo County, CA",US,38.7646,-121.9018,2/29/20,0,"38.7646,-121.9018"
"Santa Clara County, CA",US,37.3541,-121.9552,2/29/20,3,"37.3541,-121.9552"
"Clark County, NV",US,36.0796,-115.094,2/29/20,0,"36.0796,-115.094"
"Fort Bend County, TX",US,29.5693,-95.8143,2/29/20,0,"29.5693,-95.8143"
"Grant County, WA",US,47.1981,-119.3732,2/29/20,0,"47.1981,-119.3732"
"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2/29/20,0,"30.769,-86.9824"
"Williamson County, TN",US,35.9179,-86.8622,2/29/20,0,"35.9179,-86.8622"
"New York County, NY",US,40.7128,-74.006,2/29/20,0,"40.7128,-74.006"
"Montgomery County, MD",US,39.1547,-77.2405,2/29/20,0,"39.1547,-77.2405"
"Suffolk County, MA",US,42.3601,-71.0589,2/29/20,1,"42.3601,-71.0589"
"Denver County, CO",US,39.7392,-104.9903,2/29/20,0,"39.7392,-104.9903"
"Summit County, CO",US,39.5912,-106.064,2/29/20,0,"39.5912,-106.064"
"Bergen County, NJ",US,40.9263,-74.077,2/29/20,0,"40.9263,-74.077"
